SS;Tarefa;Ordem;Proprietário;Tipo;Serviço;Status;Data;Valor;Cod_Problema;Problema;Sumário;Assunto;Descrição;Cod_Resolução;Resolução;Posto;Chassi;Série;Descrição.1;RTM;Bandeira;Endereço;Mantenedor;Cliente;Resolvido;Sumário da Resolução;Aging1;Aging2
8069885;92672872;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA TÉCNICA;FECHADO;26/06/2025 08:30:49;215;WAY-63;CÓDIGO DE ERRO NO DISPLAY;[GT] [RTM][SR] SUPORTE REMOTO - BOMBA APRESENTA ERRO 503, ERRO REFERENTE A ABERTURA DE PORTA DO GABINETE ELETRONICO.;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;SEGUIR COM SCRIPT DE ACESSO REMOTO 501/503.CONTATO: RAFAEL TELEFONE: 62 992456614;WAY-211;CPU - CORREÇÃO DE ERRO;AUTO POSTO H B N LTDA;799416;W7HXH-3923258;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)22-22S - 3923258 - H(N/LU)22-22S/BRWG/A2C2F2F4F12G6H7XBXJ2XL3YC//A2B5C11E3F2G4L4/B2C2M3XD/AF2/40,SIL;40,SIL;40,BLK;40,BLK";RTM;;RUA, TRIANGULO, SN, QUADRAC 2 LOTE 16 17 E 18, JARDIM CRISTALINO, APARECIDA DE GOIANIA, GO, BR, BR, 74968100;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;AUTO POSTO H B N LTDA;26/06/2025 08:30:49;CORREÇÃO DE ERROS REALIZADA COM SUCESSO;0;0
8069891;92672876;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA TÉCNICA;ABERTO;26/06/2025 08:41:13;215;WAY-63;CÓDIGO DE ERRO NO DISPLAY;[GT] [RTM][SR] SUPORTE REMOTO - BOMBA APRESENTA ERRO 501, ERRO REFERENTE A ABERTURA DE PORTA DO GABINETE ELETRONICO.;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;SEGUIR COM SCRIPT DE ACESSO REMOTO 501/503.CONTATO: Anderson TELEFONE: 51 85554809;WAY-211;CPU - CORREÇÃO DE ERRO;COMERCIAL DE COMBUSTIVEIS BISSIGO ROSA LTDA;809374;W7GCEN-3984880;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3984880 - 3/G2203P/BRPBRANT/A3G6YCH7//B3C4E3G4L4/A7C2/F2/40,YEL40,YEL;RTM;;RUA, R TENENTE CORONEL PEREIRA, 924, , centro, ENCRUZILHADA DO SUL, RS, BR, BR, 96610000;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;COMERCIAL DE COMBUSTIVEIS BISSIGO ROSA LTDA;;;;
8069899;92672879;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;26/06/2025 08:57:33;R$917,95;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 30/06/2025;Partida inicial na bomba modelo: 3/G2207PDR-S.817680;CNPJ: 14.429.795/0008-39 CONTATO: Agenor Guimarães Peres TELEFONE: (32)99928-980  Partida inicial na bomba modelo: 3/G2207PDR-S.817680;WAY-304;PARTIDA INICIAL;BAUMINAS LOG E TRANSPORTES S A;817680;W7GCEN-4028523;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2207PDR - 4028523 - 3/G2207PDR/BRWG/A2G6H7//B2C4E3L4/A7C2/F2/70,BLK,;;;RODOVIA, WASHINGTON LUIZ, SN, KM 175336 SALA D, JARDIM RIO CLARO, RIO CLARO, SP, BR, BR, 13503750;SALES, LUIZ - TECNICA L S COMERCIAL E SERVI;BAUMINAS LOG E TRANSPORTES S A;30/06/2025 07:38:00;PI REALIZADA COM SUCESSO;2;3
8069897;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 08:59:12;0;WAY-198;OUTROS;[STB] CLIENTE ANDERSON SOLICITA VISITA PARA REPOSIÇÃO DE LACRES;;;WAY-OUTROS;WAY-OUTROS;COMERCIAL DE COMBUSTIVEIS BISSIGO ROSA LTDA;809374;W7GCEN-3984880;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3984880 - 3/G2203P/BRPBRANT/A3G6YCH7//B3C4E3G4L4/A7C2/F2/40,YEL40,YEL;RTM;;RUA, R TENENTE CORONEL PEREIRA, 924, , centro, ENCRUZILHADA DO SUL, RS, BR, BR, 96610000;;COMERCIAL DE COMBUSTIVEIS BISSIGO ROSA LTDA;26/06/2025 15:46:58;INFORMADO SOBRE NÃO COBERTURA DE GARANTIA PARA ESSE CASO E QUE BOMBA ENCONTRA-SE FORA DE GARANTIA ORIENTADO A ENTRAR EM CONTATO COM SERVIÇO AUTORIZADO;0;0
8069901;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 09:00:39;0;WAY-198;OUTROS;[STB] CLIENTE RAFAEL INFORMA QUE BOMBA ESTA APRESENTO ERRO 523;;;WAY-OUTROS;WAY-OUTROS;ABASTECEDORA DE COMBUSTIVEIS ZONA SUL LTDA;804532;W7GVIS-3961788;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3494P - 3961788 - 3/G3494P/BRSHL/A3C2F2G6YC//B3C4E3G4L4M/A2C2/F2/40,BLU50,BLU50,AZR50,AZR50,RED50,RED50,BLU50,BLU;RTM;;AVENIDA, CAVALHADA, 3696, , CAVALHADA, PORTO ALEGRE, RS, BR, BR, 91740000;;ABASTECEDORA DE COMBUSTIVEIS ZONA SUL LTDA;26/06/2025 15:47:39;INFORMADO QUE BOMBA ENCONTRA-SE FORA DE GARANTIA E ORIENTADO A ENTRAR EM CONTATO COM SERVIÇO AUTORIZADO;0;0
8069931;92672895;;Lucas, Jefferson Monteiro da Silva;BOMBA;GARANTIA TÉCNICA;ABERTO;26/06/2025 09:37:44;21500;WAY-63;CÓDIGO DE ERRO NO DISPLAY;[GT][RTM][SR] SUPORTE REMOTO - BOMBA APRESENTA ERRO 501, ERRO REFERENTE A ABERTURA DE PORTA DO GABINETE ELETRONICO.;POR GENTILEZA, SEGUIR COM SCRIPT DE ACESSO REMOTO (501/503).;NOME: PATRICIA / VITOR CONTATO: (27) 99621-9379.;;;BECAR PETROLEO LTDA;799756;W7HXH-3926079;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)33-33ES - 3926079 - H(W/LU)33-33ES/BRSHL/A2C2F2F4F12G6H7XBXJ2XL3YC//A2B5C3E3F2G2L2M/B2C2K2M3/AF2/40,BLU;40,BLU;40,YEL;40,YEL;40,RED;40,RED";RTM;;AVENIDA, GOVERNADOR JONES DOS SANTOS NEVES, SN, CONFLUENCIA COM RODOVIA DO SOL, MUQUICABA, GUARAPARI, ES, BR, BR, 29215002;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;BECAR PETROLEO LTDA;;;;
8069957;92672908;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;ABERTO;26/06/2025 09:39:46;R$1.061,70;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 01/07/2025;Partida inicial na bomba modelo: 3/G3384P-S.822434;CNPJ: 43.598.879/0001-28 CONTATO: RENATO TELEFONE: (15)99766-1332 / (15)99785-4516  Partida inicial na bomba modelo: 3/G3384P-S.822434 Nas bombas n° séries: 822434 / 822435;;;POSTO DE SERVICOS ALTO DA SERRA LTDA;822434;W7GVIS-4061452;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3384P - 4061452 - 3/G3384P/BRSHL/A3C2F2G6H7//B3C4E3G4L2M/A2C2K2P8A/F2/40,GRN;50,GRN;50,RED;50,RED;XJ3";;BR;RODOVIA, RAPOSO TAVARES, SN, KLM 205, ANGATUBA, ANGATUBA, SP, BR, BR, 18240000;SALES, LUIZ - TECNICA L S COMERCIAL E SERVI;POSTO DE SERVICOS ALTO DA SERRA LTDA;;;;
8069963;92672911;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;ABERTO;26/06/2025 10:12:33;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 30/06/2025;Partida inicial na bomba modelo: 3/G3389P-S.822435;CNPJ: 43.598.879/0001-28 CONTATO: RENATO TELEFONE: (15)99766-1332 / (15)99785-4516 Partida inicial na bomba modelo: 3/G3389P-S.822435 **Adicionar a partida desta bomba ao chamado: 8069957;;;POSTO DE SERVICOS ALTO DA SERRA LTDA;822435;W7GVIS-4061454;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3389P - 4061454 - 3/G3389P/BRSHL/A2C2F2G6H7//B3C4E3G4L2M/A2C2P8XDA/F2/70,BLK;70,BLK;70,AZR;70,AZR;XJ3";;BR;RODOVIA, RAPOSO TAVARES, SN, KLM 205, ANGATUBA, ANGATUBA, SP, BR, BR, 18240000;SALES, LUIZ - TECNICA L S COMERCIAL E SERVI;POSTO DE SERVICOS ALTO DA SERRA LTDA;;;;
8070025;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 10:59:11;0;WAY-198;OUTROS;[STB][RTM] LEO DA ARBTEK ENTROU EM CONTATO INFORMANDO QUE CLIENTE RELATOU OCORRÊNCIA DE BTL 001 NO EQUIPAMENTO E COBROU PROVIDENCIAS DO FABRICANTE.;;;WAY-OUTROS;WAY-OUTROS;AUTO POSTO FKD LTDA;805593;W7GCEN-3965329;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3965329 - 3/G2203P/BRWG/A3G6YC//B2C4E3G4L4/A7C2K2/F2/40,GRN40,RED;RTM;;RUA, SAO PEDRO, 2719, , CENTRO, ITARARE, SP, BR, BR, 18460009;;AUTO POSTO FKD LTDA;26/06/2025 11:08:00;FOI INFORMADO QUE DEVIDO GARANTIA DA BOMBA ESTAR EXPIRADA, FICAMOS IMPOSSIBILITADOS DE ATENDER EM GARANTIA. SE CLIENTE FOR RELEVANTE PODE SER SEGUIDA A ROTA COMERCIAL PARA ATENDIMENTO.;0;0
8070131;92672993;;Simões, Wanderley;BOMBA;GARANTIA TÉCNICA;ABERTO;26/06/2025 12:48:48;24400;WAY-109;ERRO 36 NENHUM FLUXO NUM MEDIDOR EM ALTA VELOCIDADE / BOMBA DE MISTURA OU DE ALTA VAZÃO;[GT] BOMBA APRESENTANDO ERRO58;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;Técnico deve levar multimetro, caso haja em estoque levar barreira ISB, cabo pulser/barreira ISB, cabo flat ISB/CPU e pulser 1ª coisa tirar estatísticas de erro S21 e S22  2 ª checar se os LEDS estão ligados, Entrar em contato com o suporte assim que chegar no posto;;;IMOBILIARIA E CONSTRUTORA CANAA LTDA;812398;W7HX1-4001381;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - S(NL/ID)11-210FHS - 4001381 - S(NL/ID)11-210FHS/BRWG/A2F2F4F12G6H7XJ2XL3//A4B5C11E2F2G4L2/A7B2C2M3P5/F2/120,BLK;;;RUA, ANTONIO TITO, 137, , JOQUEI CLUB, TERESINA, PI, BR, BR, 64048290;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;IMOBILIARIA E CONSTRUTORA CANAA LTDA;;;;
8070129;92672991;;Lucas, Jefferson Monteiro da Silva;BOMBA;GARANTIA TÉCNICA;ABERTO;26/06/2025 12:56:41;1.105,40;WAY-2;"ALAVANCA DE LIGAÇÃO NÃO ACIONA (NÃO PISCA ""88888"" NO DISPLAY)";[GT] ALAVANCA DE ACIONAMENTO APRESENTA FALHA INTERMITENTE PARA ACIONAR BICO 03 DE GASOLINA.;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;1 - VERIFICAR SENSOR DE RECEPTÁCULO. 2 - VERIFICAR ALAVANCA DE ACIONAMENTO.;;;AUTO POSTO VARGAS JK LTDA;818692;W7GVIS-4038055;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3394P - 4038055 - 3/G3394P/BRSHL/A3C2F2G6H7//B3C4E3G4L4M/A2C2K2/F2/40,RED50,RED50,AZR50,AZR50,GRN50,GRN;;;AVENIDA, PRESIDENTE JUSCELINO KUBITSCHECK, 775, , INDUSTRIAL, JUIZ DE FORA, MG, BR, BR, 36081000;FREITAS, LUCIANO - BHPUMP DO BRASIL LTDA;PREMIER HOLDING PATRIMONIAL E PARTICIPACOES LTDA;;;;
8070143;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:02:57;0;WAY-198;OUTROS;[STB][RTM] TC IRAN ENTROU EM CONTATO PEDINDO SUPORTE PARA ATUALIZAÇÃO DE SOFTWARE DE 19.013 PARA 20.014. FOI NECESSÁRIO CONDUZIR O TÉCNICO NO PASSO A PASSO DE DESABILITAR SENSORES DE ABERTURA DE PORTAS.;;;WAY-OUTROS;WAY-OUTROS;MARIA DA FE VIDAL PASCOA COMBUSTIVEIS LTDA;798688;W7GCEN-3917965;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3917965 - 3/G2203P/BRSHL/A3G6YC//B3C4E3G4L4/A7C2/F2/40,40,;RTM;;RUA, DEMETRIO RIBEIRO, 01, , CENTRO, PAULINO NEVES, MA, BR, BR, 65585000;;MARIA DA FE VIDAL PASCOA COMBUSTIVEIS LTDA;26/06/2025 13:15:00;FOI REATIVADO LOGIN DO TÉCNICO QUE ERROU SENHA VARIAS VEZES, ACESSADO NOTEBOOK COM SERVTERM VIA ANYDESK E FEITA ATUALIZAÇÃO DE SOFTWARE.;0;0
8070137;92672998;183677;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA TÉCNICA;ABERTO;26/06/2025 13:06:34;4519;WAY-198;OUTROS;[GT] CHAMADO DE RETORNO - ENVIO DE 1 BICO 12VW-W REFERENTE AO CHAMADO 8067797 - ORDEM DE ENVIO:183677;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;CASO HAJA O ITEM EM ESTOQUE, REALIZAR O ATENDIMENTO. CASO CONTRÁRIO, AGUARDAR A CHEGADA DO MATERIAL PARA ENTÃO EFETUAR A SUBSTITUIÇÃO.;;;SANSAO COMERCIO DE COMBUSTIVEL LTDA;818946;W7HXH-4039651;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)33-33ESUV - 4039651 - H(W/LU)33-33ESUV/BRPBR/A3C2F2F4F12G6H7XJ2XL3//A2B5C3E3L2/A7B2C2K2M3Q10/AF2/40,GRN;40,GRN;40',BLU;40',BLU;40',BLU;40',BLU";;;AVENIDA, ALFREDO NASSER, SN, QUADRA76 LOTE 16 17, PARQUE ESTRELA DALVA I, LUZIANIA, GO, BR, BR, 72804010;LUCIANA, - ATENDE COMERCIO DE PECAS E CON;SANSAO COMERCIO DE COMBUSTIVEL LTDA;;;;
8070145;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:15:30;0;WAY-198;OUTROS;[STB][RTM] TC IRAN ENTROU EM CONTATO NOVAMENTE POIS UM DISPLAY DA BOMBA NÃO ESTAVA RESPONDENDO NEM SEU BICO FUNCIONANDO (NÃO PISCANDO 888888 NEM RESPONDENDO AO TECLADO).;;;WAY-OUTROS;WAY-OUTROS;MARIA DA FE VIDAL PASCOA COMBUSTIVEIS LTDA;798688;W7GCEN-3917965;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3917965 - 3/G2203P/BRSHL/A3G6YC//B3C4E3G4L4/A7C2/F2/40,40,;RTM;;RUA, DEMETRIO RIBEIRO, 01, , CENTRO, PAULINO NEVES, MA, BR, BR, 65585000;;MARIA DA FE VIDAL PASCOA COMBUSTIVEIS LTDA;26/06/2025 13:17:00;FOI VERIFICADO QUE O PROBLEMA É SOMENTE EM 1 DISPLAY QUE ESTAVA POSSIVELMENTE COM MAU CONTATO NO CABO. TC INSTRUIDO A COMO CORRIGIR O PROBLEMA.;0;0
8070153;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:17:42;0;WAY-198;OUTROS;[STB] FEITO CONTATO COM EBENEZER PARA VERIFICAR PREVISÃO DE ATENDIMENTO AO CHAMADO 8068529.;;;WAY-OUTROS;WAY-OUTROS;AUTO POSTO SUBIDA DA SERRA LTDA;821522;W7GVIS-4058480;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3394P - 4058480 - 3/G3394P/BRSHL/A3C2F2G6H7//B3C4E3G4L4M/A2C2K2/F2/40,GRN50,GRN50,BLU50,BLU50,RED50,RED;;;RODOVIA, DOS TAMOIOS, SN, KM 65, RIO PARDO, PARAIBUNA, SP, BR, BR, 12260000;;AUTO POSTO SUBIDA DA SERRA LTDA;26/06/2025 21:19:00;FOI VERIFICADO QUE ATENDIMENTO IRÁ OCORRER AMANHÃ, 27/06. ALINHADO COM RODRIGO QUE ELE ENTRARÁ EM CONTATO COM O SUPORTE PARA ATENDIMENTO CONJUNTO.;0;0
8070163;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:28:03;0;WAY-198;OUTROS;[STB][RTM] ANDRE DA MERIVA ENTROU EM CONTATO INFORMANDO QUE BOMBA VOLTOU A APRESENTAR ERRO BTL 003 HOJE APÓS ERRO TER SIDO CORRIGIDO EM 23/06 E BATERIA TROCADA.;;;WAY-OUTROS;WAY-OUTROS;POSTO JOSE BAPTISTA LTDA;803937;W7GVIS-3957378;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3390P - 3957378 - 3/G3390P/BRPBR/A2C2F2G6YC//B3C4E3G4L2M/A2C2K2/F2/40,GRN50,GRN50,BLU50,BLU50,BLU50,BLU;RTM;;PRACA, WASHINGTON LUIZ, 59, , CENTRO, MACAE, RJ, BR, BR, 27910050;;POSTO JOSE BAPTISTA LTDA;26/06/2025 13:33:00;FOI INFORMADO QUE BOMBA ESTÁ FORA DE GARANTIA, MAS QUE TEMA SERÁ ESCALADO INTERNAMENTE DADA A CRITICIDADE DO CASO PARA VERIFICAR UM RETORNO DO FABRICANTE.;0;0
8070169;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:41:42;0;WAY-198;OUTROS;[STB] CLIENTE CLEVERSON SOLICITA QUE PARTIDA INCIAL SEJA REALIZADA PELA EMPRESA ZORZITEC;;;WAY-OUTROS;WAY-OUTROS;POSTO FRATELLI LTDA;822471;W7GCEN-4062280;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2204P - 4062280 - 3/G2204P/BRWG/A3F2G6H7//A4B3C4E3G4L4M/A7C2P7/F2/40,YEL;40,YEL;40,RED;40,RED;XJ3";;BR;RUA, ARISTILIANO RAMOS, 829, , CAPITAIS, TIMBO, SC, BR, BR, 89120000;;POSTO FRATELLI LTDA;30/06/2025 09:43:42;INFORMADO QUE SERÁ ENCAMINHADO CONFORME SOLICITAÇÃO;2;0
8070195;;;Simões, Wanderley;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:41:52;0;WAY-198;OUTROS;[STB][RTM] TÉCNICO JUCELY ENTROU EM CONTATO SOLICITANDO SUPORTE PARA ERRO DE BTL 0001;;;WAY-OUTROS;WAY-OUTROS;TORRES COMERCIO E DERIVADOS DE PETROLEO LTDA;800093;W7GCEN-3927335;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3927335 - 3/G2203P/BRWG/A3G6YC//B3C4E3G4L4/A7C2/F2/70,BLK70,BLK;RTM;;RODOVIA, BR 116 KM 07, SN, , MANASSU, FEIRA DE SANTANA, BA, BR, BR, 44053022;;COMERCIO DE COMBUSTIVEIS SANTO ESTEVAO LTDA;26/06/2025 13:43:00;Realizado atendimento remoto. Não foi possível eliminar o erro BTL003. Verificada bateria da CPU com tensão inferior a 3,6V, comprometendo o funcionamento do sistema. Será necessária a substituição da bateria para correção da falha.;0;0
8070173;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:42:31;0;WAY-198;OUTROS;[STB] CLIENTE WANDERSON INFORMA QUE RECEBEU OS BLOCOS E SOLICITA CONTATO DO SAW PARA INTALAÇÃO;;;WAY-OUTROS;WAY-OUTROS;BEATRIZ TEIXEIRA LACERDA CAMPOS;675440;W7GCEN-3622397;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 3622397 - 3/G2209P/BRIP/A2F12G6//B3C9E3L2/A7C2/F2/70;;TEXACO;AVENIDA, BERNARDO SAYAO, 1899, CHACARA 23, VILA CEARENSE, ARAGUAINA, TO, BR, BR, 77818340;;BEATRIZ TEIXEIRA LACERDA CAMPOS;26/06/2025 20:30:14;INFORMADO QUE RECEBERA UM RETORNO SOBRE O SEU CASO ATÉ O FIM DO DIA;0;0
8070175;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:43:21;0;WAY-198;OUTROS;[STB] CLIENTE WANDERSON INFORMA QUE RECEBEU OS BLOCOS E SOLICITA CONTATO DO SAW PARA INTALAÇÃO;;;WAY-OUTROS;WAY-OUTROS;BEATRIZ TEIXEIRA LACERDA CAMPOS;675439;W7GCEN-3622397;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 3622397 - 3/G2209P/BRIP/A2F12G6//B3C9E3L2/A7C2/F2/70;;TEXACO;AVENIDA, BERNARDO SAYAO, 1899, CHACARA 23, VILA CEARENSE, ARAGUAINA, TO, BR, BR, 77818340;;BEATRIZ TEIXEIRA LACERDA CAMPOS;26/06/2025 20:30:59;INFORMADO QUE RECEBERA UM RETORNO SOBRE O SEU CASO ATÉ O FIM DO DIA;0;0
8070179;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:44:57;0;WAY-198;OUTROS;[STB] CLIENTE WANDERSON INFORMA QUE RECEBEU OS BLOCOS E SOLICITA CONTATO DO SAW PARA INTALAÇÃO;;;WAY-OUTROS;WAY-OUTROS;BEATRIZ TEIXEIRA LACERDA CAMPOS;675441;W7GCEN-3622397;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2209P - 3622397 - 3/G2209P/BRIP/A2F12G6//B3C9E3L2/A7C2/F2/70;;TEXACO;AVENIDA, BERNARDO SAYAO, 1899, CHACARA 23, VILA CEARENSE, ARAGUAINA, TO, BR, BR, 77818340;;BEATRIZ TEIXEIRA LACERDA CAMPOS;26/06/2025 20:32:50;INFORMADO QUE RECEBERA UM RETORNO SOBRE O SEU CASO ATÉ O FIM DO DIA;0;0
8070183;;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:45:46;0;WAY-198;OUTROS;[STB] TÉCNICO WILLIAM DA EMPRESA SIGNOS PRECISA MUDAR LITRO E PREÇO PARA 3 CASAS DECIMAIS;;;WAY-OUTROS;WAY-OUTROS;POSTO 3 GOLFINHOS LTDA;817958;W7HXH-4032711;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)33-33ESU - 4032711 - H(W/LU)33-33ESU/BRPBR/A3C2F2F4F12G6H7XBXJ2XL3YC//A2B5C11E3F2G4L4M/A7B2C2K2M3/AF2/40,GRN;40,GRN;40,BLU;40,BLU;40,BLU;40,BLU";RTM;;AVENIDA, ITAPEMIRIM, 1162, , TOCANTINS PRAIA DE ITAIPAVA, ITAPEMIRIM, ES, BR, BR, 29338000;;POSTO 3 GOLFINHOS LTDA;26/06/2025 20:33:25;DADO SUPORTE PARA CORREÇÃO DAS CASAS DECIMAIS;0;0
8070189;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:50:28;0;WAY-198;OUTROS;[STB] VALMIRO DA BHPUMP ENTROU EM CONTATO PEDINDO VERSÃO DE SOFTWARE 11.38 3G.;;;WAY-OUTROS;WAY-OUTROS;BHPUMP DO BRASIL MANUTENCAO EM POSTOS EIRELI;;;-;;BR;RUA, ONZE, 90, , INCONFIDENTES, CONTAGEM, MG, BR, BR, 32260070;;;26/06/2025 13:51:00;FOI ENVIADO ARQUIVO CONFORME SOLICITADO.;0;0
8070191;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;26/06/2025 13:51:18;0;WAY-198;OUTROS;[STB] LUCIANA DA BHPUMP ENTROU EM CONTATO INFORMANDO QUE PLANILHA DE CUSTO DE GARANTIA DA BHPUMP PARECE ESTAR DESATUALIZADA.;;;WAY-OUTROS;WAY-OUTROS;BHPUMP DO BRASIL MANUTENCAO EM POSTOS EIRELI;;;-;;BR;RUA, ONZE, 90, , INCONFIDENTES, CONTAGEM, MG, BR, BR, 32260070;;;26/06/2025 13:52:00;FOI VERIFICADO QUE DE FATO A PLANILHA DA BHPUMP ESTÁ DESATUALIZADA, FOI AGENDADO REUNIÃO PARA 27/06 PARA CORREÇÃO DO PROBLEMA.;0;0
8070199;92673021;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;26/06/2025 13:57:50;R$584,70;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 30/06/2025;Partida inicial na bomba modelo: 3/G2204P-S.822471;CNPJ: 02.594.135/0001-58 CONTATO: Cleverson Rodrigo Pegoretti TELEFONE: (47)99131-3096 / (47)3382-4020 Partida inicial na bomba modelo: 3/G2204P-S.822471;WAY-304;PARTIDA INICIAL;POSTO FRATELLI LTDA;822471;W7GCEN-4062280;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2204P - 4062280 - 3/G2204P/BRWG/A3F2G6H7//A4B3C4E3G4L4M/A7C2P7/F2/40,YEL;40,YEL;40,RED;40,RED;XJ3";;BR;RUA, ARISTILIANO RAMOS, 829, , CAPITAIS, TIMBO, SC, BR, BR, 89120000;JUNIOR, LUIZ ZORZI - ZORZITEC CONSULTORIA EIRELI ME;POSTO FRATELLI LTDA;30/06/2025 13:36:00;PI REALIZADA COM SUCESSO.;2;3
